symbol,feature,horizon_days,sample_size,pearson,spearman,true_mean,false_mean
GLOBAL,sma20_gt_sma50,10,585,-0.009417180981186848,-0.043113800258773746,-0.020709824211478236,-0.019186266270959134
GLOBAL,sma20_gt_sma50,20,585,-0.007401880179587802,-0.04109805025712303,-0.040069644884340117,-0.038394753957525556
GLOBAL,volatility_20,1,565,-0.03610141903511006,0.013524214213085473,,
GLOBAL,volatility_20,3,565,-0.06451909848894892,0.007426934941093177,,
GLOBAL,volatility_20,5,565,-0.08996851844106374,-0.0023851512901489442,,
GLOBAL,volatility_20,10,565,-0.11314338763310253,0.014912433357764411,,
GLOBAL,volatility_20,20,565,-0.12958248398109054,0.006715543069443591,,
GLOBAL,volume_ratio_20,1,566,0.029802892474647943,0.07627183661613382,,
GLOBAL,volume_ratio_20,3,566,0.050048712044961044,0.07895381122203121,,
GLOBAL,volume_ratio_20,5,566,0.039153014145125654,0.058518504016953944,,
GLOBAL,volume_ratio_20,10,566,0.055864384986089456,0.07892815797327885,,
GLOBAL,volume_ratio_20,20,566,-0.013149015803637828,-0.040681045511507176,,
HMPRO,momentum_20,1,858,-0.04117428301878959,-0.05302905223522237,,
HMPRO,momentum_20,3,858,-0.08610453191044737,-0.08539324116475432,,
HMPRO,momentum_20,5,858,-0.09952499024874345,-0.08003212585429496,,
HMPRO,momentum_20,10,858,-0.14754103922289455,-0.11947137996197575,,
HMPRO,momentum_20,20,858,-0.18729049238431386,-0.13570058096967882,,
HMPRO,momentum_60,1,818,-0.07236651883613045,-0.05374765695882187,,
HMPRO,momentum_60,3,818,-0.13039503122712498,-0.09144734024581677,,
HMPRO,momentum_60,5,818,-0.168579969943086,-0.13709307880123278,,
HMPRO,momentum_60,10,818,-0.24970263274645974,-0.22319394488304645,,
HMPRO,momentum_60,20,818,-0.38653048611249435,-0.3819043748554189,,
HMPRO,momentum_120,1,758,-0.07730396075307439,-0.05001532941940627,,
HMPRO,momentum_120,3,758,-0.1226874127073384,-0.08229429450133321,,
HMPRO,momentum_120,5,758,-0.14763270937325196,-0.07052657422063978,,
HMPRO,momentum_120,10,758,-0.20250044062793912,-0.14376101140467848,,
HMPRO,momentum_120,20,758,-0.2900450052157598,-0.23683172753213602,,
HMPRO,close_gt_sma20,1,878,-0.004104256962822141,-0.022765970109008056,-0.0008776805784275601,-0.0007183579181922181
HMPRO,close_gt_sma20,3,878,-0.014355180219941697,-0.029082555869027363,-0.0029552443619836207,-0.001984499002382342
HMPRO,close_gt_sma20,5,878,-0.01524689041595196,-0.032061406301236633,-0.004778958136268893,-0.0034871959316523974
HMPRO,close_gt_sma20,10,878,-0.030761164680918076,-0.046882105829463575,-0.010206818896156036,-0.006687384606177794
HMPRO,close_gt_sma20,20,878,-0.07076517896550333,-0.05652267286971365,-0.02269286409881006,-0.011334009570439469
HMPRO,close_gt_sma50,1,878,-0.0318436614876414,-0.044464979533730874,-0.0017778806679399743,-0.0004138577029853332
HMPRO,close_gt_sma50,3,878,-0.03587966375565086,-0.044564025709727784,-0.004327204534654161,-0.001649881857408283
HMPRO,close_gt_sma50,5,878,-0.017800824642559936,-0.030507354865338628,-0.005218562724903851,-0.003554395001574074
HMPRO,close_gt_sma50,10,878,-0.012496005629495712,-0.028326283602508873,-0.009246112646893486,-0.007668512359895022
HMPRO,close_gt_sma50,20,878,-0.08530403437172995,-0.08869126318747741,-0.02690567963590632,-0.01179652459999085
