symbol,feature,observations,mean,return_correlation,forward_5d_mean,positive_forward_5d_rate,classification
SCGP,volume_ratio_20,879,1.0114229785999482,0.07308174208798002,-0.0017575814987831574,0.43572241183162685,DIAGNOSTIC_ONLY
THAI,momentum_20,28,-0.026206537658799888,0.17932352392003906,0.0025556946730714847,0.39285714285714285,INSUFFICIENT_EVIDENCE
THAI,momentum_60,0,,,,,INSUFFICIENT_EVIDENCE
THAI,momentum_120,0,,,,,INSUFFICIENT_EVIDENCE
THAI,close_gt_sma20,47,0.2765957446808511,0.29938671241910914,-0.009556571199736913,0.2978723404255319,INSUFFICIENT_EVIDENCE
THAI,close_gt_sma50,47,0.0,,-0.009556571199736913,0.2978723404255319,INSUFFICIENT_EVIDENCE
THAI,sma20_gt_sma50,47,0.0,,-0.009556571199736913,0.2978723404255319,INSUFFICIENT_EVIDENCE
THAI,volatility_20,28,0.01762389038248533,-0.042746895597860005,0.0025556946730714847,0.39285714285714285,INSUFFICIENT_EVIDENCE
THAI,volume_sma_20,29,130145471.72413793,0.1422589616641433,-0.0007287606757959234,0.3793103448275862,INSUFFICIENT_EVIDENCE
THAI,volume_ratio_20,29,1.2666061995445017,-0.16944879846047659,-0.0007287606757959234,0.3793103448275862,INSUFFICIENT_EVIDENCE
TOP,momentum_20,878,0.008887286491253898,0.22953407526092795,0.0019735363845390344,0.49316628701594534,DIAGNOSTIC_ONLY
TOP,momentum_60,838,0.024839717573858503,0.14554353117600757,0.002509954282922597,0.4988066825775656,DIAGNOSTIC_ONLY
TOP,momentum_120,778,0.0496617467865739,0.11018720756193642,0.003756452864609929,0.5141388174807198,DIAGNOSTIC_ONLY
TOP,close_gt_sma20,897,0.4816053511705686,0.2757571491199748,0.00227296000345116,0.4972129319955407,DIAGNOSTIC_ONLY
TOP,close_gt_sma50,897,0.49052396878483834,0.1808850263550501,0.00227296000345116,0.4972129319955407,DIAGNOSTIC_ONLY
TOP,sma20_gt_sma50,897,0.4916387959866221,0.03322955798158313,0.00227296000345116,0.4972129319955407,DIAGNOSTIC_ONLY
TOP,volatility_20,878,0.021434602423055598,0.004568159818014289,0.0019735363845390344,0.49316628701594534,DIAGNOSTIC_ONLY
TOP,volume_sma_20,879,13235461.718998862,0.03678180043817216,0.001923405331256838,0.4926052332195677,DIAGNOSTIC_ONLY
TOP,volume_ratio_20,879,1.0240120379499094,-0.08668156232689207,0.001923405331256838,0.4926052332195677,DIAGNOSTIC_ONLY
