date,symbol,momentum_20,rank,selected_by_design_c,candidate_count,forward_return_1d,forward_return_3d,forward_return_5d,forward_return_10d,forward_return_20d
2024-07-18,HMPRO,0.04000004359654041,5,True,8,-0.016483578672154442,-0.038461578768989035,-0.010989052448102998,-0.08791210518670967,-0.08791210518670967
2024-07-18,BDMS,0.028846153846153744,6,True,8,0.0,-0.009345794392523366,-0.009345794392523366,-0.028037383177570097,0.01869158878504673
2024-07-18,GLOBAL,0.026666730570999997,7,True,8,-0.01948056495132222,0.006493454959930034,0.03246747487118218,-0.07142860477382673,-0.07142860477382673
2024-07-18,KTB,0.023529389325310124,8,True,8,-0.0172413358412411,0.028735632813895018,0.02298848432756806,-0.0172413358412411,0.045977078272876115
2024-07-24,CENTEL,0.06289308176100628,1,True,6,-0.00591715976331364,0.00591715976331364,-0.041420118343195256,-0.11834319526627224,-0.20118343195266275
2024-07-24,KTB,0.0406976060779658,2,True,6,0.0,-0.005586613608986046,-0.005586613608986046,-0.011173120662180347,0.050279309369291036
2024-07-24,RATCH,0.02777777777777768,3,True,6,-0.018018018018018056,-0.009009009009009028,0.009009009009008917,0.0,0.0990990990990992
2024-07-24,BGRIM,0.018433161496169914,4,True,6,0.0,0.004524904060796864,0.03167415581484567,0.03619905987564276,-0.05882358017962741
2024-07-24,OSP,0.017241362300696395,5,True,6,-0.016949136104436047,-0.004237304231073047,0.008474527642289953,0.0,-0.02542374456658214
2024-07-24,GLOBAL,0.01307192701373161,6,True,6,0.012903256585407696,0.0,0.006451628292703848,-0.16129030975608005,-0.03870963723571774
2024-07-30,CENTEL,0.0691823899371069,1,True,4,-0.02941176470588236,-0.04705882352941182,-0.1588235294117647,-0.2588235294117647,-0.15294117647058825
2024-07-30,KTB,0.040935604676908044,2,True,4,0.016853997599312276,0.0,-0.03932578008955112,0.016853997599312276,0.04494388644374414
2024-07-30,GLOBAL,0.033333344744821414,3,True,4,-0.006451562032451119,-0.012903256585407696,-0.09677415934954692,-0.167741938048784,-0.025806446910562664
2024-07-30,BGRIM,0.027777794947839718,4,True,4,-0.02702704328151928,0.027026957364917115,0.03603600043095767,-0.08108112984455784,-0.06306312962907912
2024-08-02,BGRIM,0.0704225377337151,1,True,3,-0.0263157234297543,0.004385981790174132,-0.013157861714877095,-0.1403508316960529,-0.11403502461065407
2024-08-02,KTB,0.02298848432756806,2,True,3,-0.03932578008955112,-0.0056178920453485715,0.0,0.016853997599312276,0.028089888844431643
2024-08-02,IVL,0.005208253653516293,3,True,3,-0.08290147862020225,-0.08290147862020225,-0.1398963192913597,-0.08290147862020225,-0.11398958251595703
2024-08-07,BGRIM,0.06511626132698956,1,True,2,0.0,-0.10043664957965459,-0.12663754003662286,-0.10043664957965459,-0.026200890456968384
2024-08-07,BDMS,0.018867924528301883,2,True,2,0.0,0.02777777777777768,0.0,0.03703703703703698,0.05555555555555558
2024-08-13,BDMS,0.04716981132075482,1,True,3,-0.027027027027026973,-0.05405405405405406,-0.018018018018018056,0.0,0.072072072072072
2024-08-13,OSP,0.034782575524371584,2,True,3,-0.004201616694398003,-0.07142852563388491,-0.07563022246898432,-0.04201680806959163,0.004201696835099522
2024-08-13,KTB,0.02857142857142847,3,True,3,0.005555576748318192,0.005555576748318192,0.011111153496636383,0.02777777777777768,0.12777773539225268
2024-08-16,RATCH,0.0803571428571428,1,True,3,0.0,0.016528925619834656,0.008264462809917328,0.008264462809917328,0.04958677685950419
2024-08-16,KTB,0.04022992978654916,2,True,3,0.0,0.011049660297000496,0.038673969107064776,0.011049660297000496,0.13259666121263325
2024-08-16,MTC,0.03658536585365857,3,True,3,0.05294117647058827,0.04705882352941182,0.07058823529411762,0.02941176470588225,0.1823529411764706
2024-08-21,MTC,0.10559006211180133,1,True,5,0.00561797752808979,0.00561797752808979,0.011235955056179803,0.00561797752808979,0.1797752808988764
2024-08-21,RATCH,0.08849557522123885,2,True,5,0.0,0.0,-0.008130081300813052,-0.008130081300813052,0.03252032520325199
2024-08-21,KTB,0.07017537010649355,3,True,5,0.0,0.021858007789903988,0.016393505842428047,0.0,0.12021862593764943
2024-08-21,BDMS,0.04672897196261672,4,True,5,0.0,-0.017857142857142905,-0.008928571428571397,-0.008928571428571397,0.044642857142857206
